2024-10-25 15:47:30 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:22:52 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2024-10-25 19:22:52 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2024-10-25 19:22:52 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:22:52 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:22:52 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:22:52 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2185 ms
2024-10-25 19:22:55 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:22:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2acb1264, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@30a01dd8, org.springframework.security.web.context.SecurityContextPersistenceFilter@2ceb68a1, org.springframework.security.web.header.HeaderWriterFilter@4a453f8d, org.springframework.web.filter.CorsFilter@1f68e4e8, org.springframework.security.web.csrf.CsrfFilter@5503c7d, org.springframework.security.web.authentication.logout.LogoutFilter@40863800, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2f6e92ca, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@13d984ee, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@47b4ac83, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@56299b0e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@69c33ea2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@59e0d521, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@351ede23, org.springframework.security.web.session.SessionManagementFilter@53525379, org.springframework.security.web.access.ExceptionTranslationFilter@3460e4ed, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d622556]
2024-10-25 19:22:55 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:22:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:22:55 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:22:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:22:55 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:22:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:22:55 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2024-10-25 19:22:55 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2024-10-25 19:22:55 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.717 seconds (JVM running for 7.434)
2024-10-25 19:23:06 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-10-25 19:23:06 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-10-25 19:23:06 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2024-10-25 19:38:54 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:38:54 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 46919 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:38:54 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:38:56 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 19:38:56 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2024-10-25 19:38:56 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2024-10-25 19:38:56 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:38:56 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:38:56 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:38:56 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2268 ms
2024-10-25 19:39:00 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:39:00 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@47b4ac83, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@351ede23, org.springframework.security.web.context.SecurityContextPersistenceFilter@59e0d521, org.springframework.security.web.header.HeaderWriterFilter@1be3f8f8, org.springframework.web.filter.CorsFilter@5604b85, org.springframework.security.web.csrf.CsrfFilter@3350ab4, org.springframework.security.web.authentication.logout.LogoutFilter@4cf230bf, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@8d810f2, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@241d1052, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@5df7a065, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2acb1264, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5ad0c70a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2a16d4dc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3f45dfec, org.springframework.security.web.session.SessionManagementFilter@2ceb68a1, org.springframework.security.web.access.ExceptionTranslationFilter@60a6840c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2e0652ab]
2024-10-25 19:39:00 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:39:00 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:39:00 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:39:00 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:39:00 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:39:00 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:39:00 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2024-10-25 19:39:00 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2024-10-25 19:39:00 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 7.053 seconds (JVM running for 7.767)
2024-10-25 19:39:09 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-10-25 19:39:09 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-10-25 19:39:10 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 15 ms
2024-10-25 19:50:23 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:50:23 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 3188 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:50:23 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:50:24 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 19:50:25 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2024-10-25 19:50:25 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2024-10-25 19:50:25 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:50:25 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:50:25 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:50:25 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2198 ms
2024-10-25 19:50:28 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:50:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@56299b0e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3ca278bc, org.springframework.security.web.context.SecurityContextPersistenceFilter@53525379, org.springframework.security.web.header.HeaderWriterFilter@9147ba2, org.springframework.web.filter.CorsFilter@283e1759, org.springframework.security.web.csrf.CsrfFilter@79c4f23b, org.springframework.security.web.authentication.logout.LogoutFilter@4fdac2a7, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5c997de8, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@5ad0c70a, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@2acb1264, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@79e2606f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@78b9155e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2ceb68a1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@30a01dd8, org.springframework.security.web.session.SessionManagementFilter@2efcc0b3, org.springframework.security.web.access.ExceptionTranslationFilter@36a58466, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@78f5cbc5]
2024-10-25 19:50:28 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:50:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:50:28 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:50:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:50:28 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:50:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:50:28 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2024-10-25 19:50:28 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2024-10-25 19:50:28 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.714 seconds (JVM running for 7.45)
2024-10-25 19:50:46 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:50:46 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 3239 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:50:46 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:50:47 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 19:50:48 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8877 (http)
2024-10-25 19:50:48 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8877"]
2024-10-25 19:50:48 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:50:48 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:50:48 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:50:48 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1983 ms
2024-10-25 19:50:51 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:50:51 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@537b3be1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@15d58530, org.springframework.security.web.context.SecurityContextPersistenceFilter@78e387d6, org.springframework.security.web.header.HeaderWriterFilter@5b0e9e0c, org.springframework.web.filter.CorsFilter@31f5b923, org.springframework.security.web.csrf.CsrfFilter@319aa9ee, org.springframework.security.web.authentication.logout.LogoutFilter@43445fc6, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@404009df, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@78b9155e, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@79e2606f, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@380fdcf2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3460e4ed, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2efcc0b3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@734cf881, org.springframework.security.web.session.SessionManagementFilter@21ea1d9d, org.springframework.security.web.access.ExceptionTranslationFilter@11cc9e1e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@498e41a4]
2024-10-25 19:50:51 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:50:51 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:50:51 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:50:51 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:50:51 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:50:51 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:50:51 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8877"]
2024-10-25 19:50:51 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8877 (http) with context path ''
2024-10-25 19:50:51 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.232 seconds (JVM running for 6.965)
2024-10-25 20:01:11 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 20:01:11 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 3645 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 20:01:11 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 20:01:12 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 20:01:13 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8877 (http)
2024-10-25 20:01:13 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8877"]
2024-10-25 20:01:13 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 20:01:13 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 20:01:13 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 20:01:13 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2074 ms
2024-10-25 20:01:16 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 20:01:16 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2acb1264, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@30a01dd8, org.springframework.security.web.context.SecurityContextPersistenceFilter@2ceb68a1, org.springframework.security.web.header.HeaderWriterFilter@4a453f8d, org.springframework.web.filter.CorsFilter@1f68e4e8, org.springframework.security.web.csrf.CsrfFilter@5503c7d, org.springframework.security.web.authentication.logout.LogoutFilter@40863800, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2f6e92ca, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@13d984ee, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@47b4ac83, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@56299b0e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@69c33ea2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@59e0d521, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@351ede23, org.springframework.security.web.session.SessionManagementFilter@53525379, org.springframework.security.web.access.ExceptionTranslationFilter@3460e4ed, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d622556]
2024-10-25 20:01:16 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 20:01:16 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 20:01:16 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 20:01:16 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 20:01:16 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 20:01:16 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 20:01:16 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8877"]
2024-10-25 20:01:16 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8877 (http) with context path ''
2024-10-25 20:01:16 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.344 seconds (JVM running for 7.044)
